simulation,generation,rho,delta,sigma/pext,alpha
1,35,0.3648,0.25,0,0,0.8888888888888888
1,36,0.3692,0.25,0,0,0.8888888888888888
1,37,0.3672,0.25,0,0,0.8888888888888888
1,38,0.3744,0.25,0,0,0.8888888888888888
1,39,0.3868,0.25,0,0,0.8888888888888888
1,40,0.3952,0.25,0,0,0.8888888888888888
1,41,0.3956,0.25,0,0,0.8888888888888888
1,42,0.4024,0.25,0,0,0.8888888888888888
1,43,0.4052,0.25,0,0,0.8888888888888888
1,44,0.3948,0.25,0,0,0.8888888888888888
1,45,0.3928,0.25,0,0,0.8888888888888888
1,46,0.3968,0.25,0,0,0.8888888888888888
1,47,0.404,0.25,0,0,0.8888888888888888
1,48,0.396,0.25,0,0,0.8888888888888888
1,49,0.3976,0.25,0,0,0.8888888888888888
1,50,0.3872,0.25,0,0,0.8888888888888888
1,51,0.3828,0.25,0,0,0.8888888888888888
1,52,0.398,0.25,0,0,0.8888888888888888
1,53,0.3924,0.25,0,0,0.8888888888888888
1,54,0.3952,0.25,0,0,0.8888888888888888
1,55,0.4116,0.25,0,0,0.8888888888888888
1,56,0.396,0.25,0,0,0.8888888888888888
1,57,0.4016,0.25,0,0,0.8888888888888888
1,58,0.4064,0.25,0,0,0.8888888888888888
1,59,0.4084,0.25,0,0,0.8888888888888888
1,60,0.3956,0.25,0,0,0.8888888888888888
1,61,0.392,0.25,0,0,0.8888888888888888
1,62,0.3868,0.25,0,0,0.8888888888888888
1,63,0.3764,0.25,0,0,0.8888888888888888
1,64,0.3864,0.25,0,0,0.8888888888888888
1,65,0.388,0.25,0,0,0.8888888888888888
1,66,0.3872,0.25,0,0,0.8888888888888888
1,67,0.3716,0.25,0,0,0.8888888888888888
1,68,0.3684,0.25,0,0,0.8888888888888888
1,69,0.3532,0.25,0,0,0.8888888888888888
1,70,0.3484,0.25,0,0,0.8888888888888888
1,71,0.3624,0.25,0,0,0.8888888888888888
1,72,0.3596,0.25,0,0,0.8888888888888888
1,73,0.3652,0.25,0,0,0.8888888888888888
1,74,0.3548,0.25,0,0,0.8888888888888888
1,75,0.3728,0.25,0,0,0.8888888888888888
1,76,0.39,0.25,0,0,0.8888888888888888
1,77,0.38,0.25,0,0,0.8888888888888888
1,78,0.374,0.25,0,0,0.8888888888888888
1,79,0.3668,0.25,0,0,0.8888888888888888
1,80,0.3672,0.25,0,0,0.8888888888888888
1,81,0.3636,0.25,0,0,0.8888888888888888
1,82,0.3616,0.25,0,0,0.8888888888888888
1,83,0.3572,0.25,0,0,0.8888888888888888
1,84,0.3628,0.25,0,0,0.8888888888888888
1,85,0.3784,0.25,0,0,0.8888888888888888
1,86,0.3832,0.25,0,0,0.8888888888888888
1,87,0.3736,0.25,0,0,0.8888888888888888
1,88,0.3676,0.25,0,0,0.8888888888888888
1,89,0.3568,0.25,0,0,0.8888888888888888
1,90,0.3548,0.25,0,0,0.8888888888888888
1,91,0.3668,0.25,0,0,0.8888888888888888
1,92,0.3672,0.25,0,0,0.8888888888888888
1,93,0.3692,0.25,0,0,0.8888888888888888
1,94,0.3732,0.25,0,0,0.8888888888888888
1,95,0.3872,0.25,0,0,0.8888888888888888
1,96,0.374,0.25,0,0,0.8888888888888888
1,97,0.386,0.25,0,0,0.8888888888888888
1,98,0.3812,0.25,0,0,0.8888888888888888
1,99,0.3824,0.25,0,0,0.8888888888888888
1,100,0.3824,0.25,0,0,0.8888888888888888
1,0,1,0.25,0,0,1.0
1,1,0.7212,0.25,0,0,1.0
1,2,0.602,0.25,0,0,1.0
1,3,0.5296,0.25,0,0,1.0
1,4,0.48,0.25,0,0,1.0
1,5,0.444,0.25,0,0,1.0
1,6,0.4256,0.25,0,0,1.0
1,7,0.4192,0.25,0,0,1.0
1,8,0.404,0.25,0,0,1.0
1,9,0.4076,0.25,0,0,1.0
1,10,0.4048,0.25,0,0,1.0
1,11,0.3852,0.25,0,0,1.0
1,12,0.3796,0.25,0,0,1.0
1,13,0.3856,0.25,0,0,1.0
1,14,0.3888,0.25,0,0,1.0
1,15,0.3856,0.25,0,0,1.0
1,16,0.3788,0.25,0,0,1.0
1,17,0.3772,0.25,0,0,1.0
1,18,0.3676,0.25,0,0,1.0
1,19,0.3548,0.25,0,0,1.0
1,20,0.362,0.25,0,0,1.0
1,21,0.3668,0.25,0,0,1.0
1,22,0.3608,0.25,0,0,1.0
1,23,0.3528,0.25,0,0,1.0
1,24,0.3556,0.25,0,0,1.0
1,25,0.374,0.25,0,0,1.0
1,26,0.3788,0.25,0,0,1.0
1,27,0.3736,0.25,0,0,1.0
1,28,0.3648,0.25,0,0,1.0
1,29,0.3628,0.25,0,0,1.0
1,30,0.3672,0.25,0,0,1.0
1,31,0.3552,0.25,0,0,1.0
1,32,0.3684,0.25,0,0,1.0
1,33,0.3768,0.25,0,0,1.0
1,34,0.3868,0.25,0,0,1.0
1,35,0.3944,0.25,0,0,1.0
1,36,0.3664,0.25,0,0,1.0
1,37,0.3724,0.25,0,0,1.0
1,38,0.3784,0.25,0,0,1.0
1,39,0.3764,0.25,0,0,1.0
1,40,0.3748,0.25,0,0,1.0
1,41,0.3684,0.25,0,0,1.0
1,42,0.3544,0.25,0,0,1.0
1,43,0.3612,0.25,0,0,1.0
1,44,0.37,0.25,0,0,1.0
1,45,0.3672,0.25,0,0,1.0
1,46,0.3652,0.25,0,0,1.0
1,47,0.3732,0.25,0,0,1.0
1,48,0.3868,0.25,0,0,1.0
1,49,0.3948,0.25,0,0,1.0
1,50,0.402,0.25,0,0,1.0
1,51,0.3984,0.25,0,0,1.0
1,52,0.3888,0.25,0,0,1.0
1,53,0.3732,0.25,0,0,1.0
1,54,0.37,0.25,0,0,1.0
1,55,0.372,0.25,0,0,1.0
1,56,0.3712,0.25,0,0,1.0
1,57,0.364,0.25,0,0,1.0
1,58,0.3648,0.25,0,0,1.0
1,59,0.3768,0.25,0,0,1.0
1,60,0.3596,0.25,0,0,1.0
1,61,0.3508,0.25,0,0,1.0
1,62,0.3512,0.25,0,0,1.0
1,63,0.3604,0.25,0,0,1.0
1,64,0.354,0.25,0,0,1.0
1,65,0.364,0.25,0,0,1.0
1,66,0.3644,0.25,0,0,1.0
1,67,0.3752,0.25,0,0,1.0
1,68,0.3864,0.25,0,0,1.0
1,69,0.3708,0.25,0,0,1.0
1,70,0.3672,0.25,0,0,1.0
1,71,0.3696,0.25,0,0,1.0
1,72,0.3804,0.25,0,0,1.0
1,73,0.3872,0.25,0,0,1.0
1,74,0.388,0.25,0,0,1.0
1,75,0.382,0.25,0,0,1.0
1,76,0.3792,0.25,0,0,1.0
1,77,0.3756,0.25,0,0,1.0
1,78,0.3852,0.25,0,0,1.0
1,79,0.3868,0.25,0,0,1.0
1,80,0.396,0.25,0,0,1.0
1,81,0.3956,0.25,0,0,1.0
1,82,0.3796,0.25,0,0,1.0
1,83,0.3668,0.25,0,0,1.0
1,84,0.3732,0.25,0,0,1.0
1,85,0.384,0.25,0,0,1.0
1,86,0.3712,0.25,0,0,1.0
1,87,0.3624,0.25,0,0,1.0
1,88,0.3704,0.25,0,0,1.0
1,89,0.3524,0.25,0,0,1.0
1,90,0.366,0.25,0,0,1.0
1,91,0.36,0.25,0,0,1.0
1,92,0.3692,0.25,0,0,1.0
1,93,0.3808,0.25,0,0,1.0
1,94,0.3648,0.25,0,0,1.0
1,95,0.3596,0.25,0,0,1.0
1,96,0.3712,0.25,0,0,1.0
1,97,0.3592,0.25,0,0,1.0
1,98,0.3536,0.25,0,0,1.0
1,99,0.3436,0.25,0,0,1.0
1,100,0.3672,0.25,0,0,1.0
simulation,generation,rho,delta,sigma/pext,alpha
1,0,1,0.25,0,0.5,0.0
1,1,0.7112,0.25,0,0.5,0.0
1,2,0.5804,0.25,0,0.5,0.0
1,3,0.494,0.25,0,0.5,0.0
1,4,0.446,0.25,0,0.5,0.0
1,5,0.4252,0.25,0,0.5,0.0
1,6,0.396,0.25,0,0.5,0.0
1,7,0.3792,0.25,0,0.5,0.0
1,8,0.3632,0.25,0,0.5,0.0
1,9,0.336,0.25,0,0.5,0.0
1,10,0.3192,0.25,0,0.5,0.0
1,11,0.3104,0.25,0,0.5,0.0
1,12,0.3072,0.25,0,0.5,0.0
1,13,0.2972,0.25,0,0.5,0.0
1,14,0.288,0.25,0,0.5,0.0
1,15,0.2796,0.25,0,0.5,0.0
1,16,0.282,0.25,0,0.5,0.0
1,17,0.2832,0.25,0,0.5,0.0
1,18,0.2852,0.25,0,0.5,0.0
1,19,0.2916,0.25,0,0.5,0.0
1,20,0.2764,0.25,0,0.5,0.0
1,21,0.27,0.25,0,0.5,0.0
1,22,0.2632,0.25,0,0.5,0.0
1,23,0.2656,0.25,0,0.5,0.0
1,24,0.2648,0.25,0,0.5,0.0
1,25,0.2796,0.25,0,0.5,0.0
1,26,0.2716,0.25,0,0.5,0.0
1,27,0.2648,0.25,0,0.5,0.0
1,28,0.2644,0.25,0,0.5,0.0
1,29,0.2712,0.25,0,0.5,0.0
1,30,0.2716,0.25,0,0.5,0.0
1,31,0.27,0.25,0,0.5,0.0
1,32,0.2564,0.25,0,0.5,0.0
1,33,0.2572,0.25,0,0.5,0.0
1,34,0.2612,0.25,0,0.5,0.0
1,35,0.2504,0.25,0,0.5,0.0
1,36,0.2496,0.25,0,0.5,0.0
1,37,0.2656,0.25,0,0.5,0.0
1,38,0.2696,0.25,0,0.5,0.0
1,39,0.2628,0.25,0,0.5,0.0
1,40,0.2552,0.25,0,0.5,0.0
1,41,0.2448,0.25,0,0.5,0.0
1,42,0.2368,0.25,0,0.5,0.0
1,43,0.2456,0.25,0,0.5,0.0
1,44,0.2524,0.25,0,0.5,0.0
1,45,0.2616,0.25,0,0.5,0.0
1,46,0.2524,0.25,0,0.5,0.0
1,47,0.244,0.25,0,0.5,0.0
1,48,0.246,0.25,0,0.5,0.0
1,49,0.2508,0.25,0,0.5,0.0
1,50,0.264,0.25,0,0.5,0.0
1,51,0.2616,0.25,0,0.5,0.0
1,52,0.272,0.25,0,0.5,0.0
1,53,0.2616,0.25,0,0.5,0.0
1,54,0.2716,0.25,0,0.5,0.0
1,55,0.2744,0.25,0,0.5,0.0
1,56,0.2856,0.25,0,0.5,0.0
1,57,0.2732,0.25,0,0.5,0.0
1,58,0.2696,0.25,0,0.5,0.0
1,59,0.2596,0.25,0,0.5,0.0
1,60,0.2516,0.25,0,0.5,0.0
1,61,0.2508,0.25,0,0.5,0.0
1,62,0.2368,0.25,0,0.5,0.0
1,63,0.2404,0.25,0,0.5,0.0
1,64,0.2512,0.25,0,0.5,0.0
1,65,0.2552,0.25,0,0.5,0.0
1,66,0.2656,0.25,0,0.5,0.0
1,67,0.2556,0.25,0,0.5,0.0
1,68,0.2596,0.25,0,0.5,0.0
1,69,0.2724,0.25,0,0.5,0.0
1,70,0.2672,0.25,0,0.5,0.0
1,71,0.2784,0.25,0,0.5,0.0
1,72,0.2724,0.25,0,0.5,0.0
1,73,0.2824,0.25,0,0.5,0.0
1,74,0.2856,0.25,0,0.5,0.0
1,75,0.2844,0.25,0,0.5,0.0
1,76,0.2756,0.25,0,0.5,0.0
1,77,0.272,0.25,0,0.5,0.0
1,78,0.2644,0.25,0,0.5,0.0
1,79,0.2708,0.25,0,0.5,0.0
1,80,0.272,0.25,0,0.5,0.0
1,81,0.2664,0.25,0,0.5,0.0
1,82,0.2784,0.25,0,0.5,0.0
1,83,0.27,0.25,0,0.5,0.0
1,84,0.2796,0.25,0,0.5,0.0
1,85,0.2792,0.25,0,0.5,0.0
1,86,0.2964,0.25,0,0.5,0.0
1,87,0.3064,0.25,0,0.5,0.0
1,88,0.3004,0.25,0,0.5,0.0
1,89,0.3036,0.25,0,0.5,0.0
1,90,0.2892,0.25,0,0.5,0.0
1,91,0.2808,0.25,0,0.5,0.0
1,92,0.2712,0.25,0,0.5,0.0
1,93,0.264,0.25,0,0.5,0.0
1,94,0.2668,0.25,0,0.5,0.0
1,95,0.274,0.25,0,0.5,0.0
1,96,0.2712,0.25,0,0.5,0.0
1,97,0.2668,0.25,0,0.5,0.0
1,98,0.2788,0.25,0,0.5,0.0
1,99,0.2736,0.25,0,0.5,0.0
1,100,0.2684,0.25,0,0.5,0.0
1,0,1,0.25,0,0.5,0.1111111111111111
1,1,0.7328,0.25,0,0.5,0.1111111111111111
1,2,0.6068,0.25,0,0.5,0.1111111111111111
1,3,0.5276,0.25,0,0.5,0.1111111111111111
1,4,0.4892,0.25,0,0.5,0.1111111111111111
1,5,0.4508,0.25,0,0.5,0.1111111111111111
1,6,0.4456,0.25,0,0.5,0.1111111111111111
1,7,0.4176,0.25,0,0.5,0.1111111111111111
1,8,0.3896,0.25,0,0.5,0.1111111111111111
1,9,0.3688,0.25,0,0.5,0.1111111111111111
1,10,0.3488,0.25,0,0.5,0.1111111111111111
1,11,0.3404,0.25,0,0.5,0.1111111111111111
1,12,0.3488,0.25,0,0.5,0.1111111111111111
1,13,0.3364,0.25,0,0.5,0.1111111111111111
1,14,0.3336,0.25,0,0.5,0.1111111111111111
1,15,0.3296,0.25,0,0.5,0.1111111111111111
1,16,0.3328,0.25,0,0.5,0.1111111111111111
1,17,0.3428,0.25,0,0.5,0.1111111111111111
1,18,0.3288,0.25,0,0.5,0.1111111111111111
1,19,0.3144,0.25,0,0.5,0.1111111111111111
1,20,0.314,0.25,0,0.5,0.1111111111111111
1,21,0.3152,0.25,0,0.5,0.1111111111111111
1,22,0.2996,0.25,0,0.5,0.1111111111111111
1,23,0.31,0.25,0,0.5,0.1111111111111111
1,24,0.306,0.25,0,0.5,0.1111111111111111
1,25,0.2952,0.25,0,0.5,0.1111111111111111
1,26,0.3104,0.25,0,0.5,0.1111111111111111
1,27,0.3128,0.25,0,0.5,0.1111111111111111
1,28,0.3064,0.25,0,0.5,0.1111111111111111
1,29,0.3168,0.25,0,0.5,0.1111111111111111
1,30,0.2968,0.25,0,0.5,0.1111111111111111
1,31,0.2908,0.25,0,0.5,0.1111111111111111
1,32,0.2896,0.25,0,0.5,0.1111111111111111
1,33,0.2864,0.25,0,0.5,0.1111111111111111
1,34,0.2988,0.25,0,0.5,0.1111111111111111
1,35,0.3052,0.25,0,0.5,0.1111111111111111
1,36,0.3172,0.25,0,0.5,0.1111111111111111
1,37,0.3288,0.25,0,0.5,0.1111111111111111
1,38,0.336,0.25,0,0.5,0.1111111111111111
1,39,0.3272,0.25,0,0.5,0.1111111111111111
1,40,0.3164,0.25,0,0.5,0.1111111111111111
1,41,0.3068,0.25,0,0.5,0.1111111111111111
1,42,0.314,0.25,0,0.5,0.1111111111111111
1,43,0.3228,0.25,0,0.5,0.1111111111111111
1,44,0.3196,0.25,0,0.5,0.1111111111111111
1,45,0.3232,0.25,0,0.5,0.1111111111111111
1,46,0.324,0.25,0,0.5,0.1111111111111111
1,47,0.3344,0.25,0,0.5,0.1111111111111111
1,48,0.3304,0.25,0,0.5,0.1111111111111111
1,49,0.3468,0.25,0,0.5,0.1111111111111111
1,50,0.3436,0.25,0,0.5,0.1111111111111111
1,51,0.3424,0.25,0,0.5,0.1111111111111111
1,52,0.3348,0.25,0,0.5,0.1111111111111111
1,53,0.3312,0.25,0,0.5,0.1111111111111111
1,54,0.3188,0.25,0,0.5,0.1111111111111111
1,55,0.306,0.25,0,0.5,0.1111111111111111
1,56,0.3192,0.25,0,0.5,0.1111111111111111
1,57,0.3232,0.25,0,0.5,0.1111111111111111
1,58,0.3204,0.25,0,0.5,0.1111111111111111
1,59,0.32,0.25,0,0.5,0.1111111111111111
1,60,0.3224,0.25,0,0.5,0.1111111111111111
1,61,0.3408,0.25,0,0.5,0.1111111111111111
1,62,0.3404,0.25,0,0.5,0.1111111111111111
1,63,0.3424,0.25,0,0.5,0.1111111111111111
1,64,0.3428,0.25,0,0.5,0.1111111111111111
1,65,0.35,0.25,0,0.5,0.1111111111111111
1,66,0.3644,0.25,0,0.5,0.1111111111111111
1,67,0.3516,0.25,0,0.5,0.1111111111111111
1,68,0.3408,0.25,0,0.5,0.1111111111111111
1,69,0.3404,0.25,0,0.5,0.1111111111111111
1,70,0.3352,0.25,0,0.5,0.1111111111111111
1,71,0.334,0.25,0,0.5,0.1111111111111111
1,72,0.33,0.25,0,0.5,0.1111111111111111
1,73,0.334,0.25,0,0.5,0.1111111111111111
1,74,0.3328,0.25,0,0.5,0.1111111111111111
1,75,0.3352,0.25,0,0.5,0.1111111111111111
1,76,0.3308,0.25,0,0.5,0.1111111111111111
1,77,0.3332,0.25,0,0.5,0.1111111111111111
1,78,0.3308,0.25,0,0.5,0.1111111111111111
1,79,0.3084,0.25,0,0.5,0.1111111111111111
1,80,0.3092,0.25,0,0.5,0.1111111111111111
1,81,0.302,0.25,0,0.5,0.1111111111111111
1,82,0.3084,0.25,0,0.5,0.1111111111111111
1,83,0.2944,0.25,0,0.5,0.1111111111111111
1,84,0.3004,0.25,0,0.5,0.1111111111111111
1,85,0.3172,0.25,0,0.5,0.1111111111111111
1,86,0.3244,0.25,0,0.5,0.1111111111111111
1,87,0.3288,0.25,0,0.5,0.1111111111111111
1,88,0.3208,0.25,0,0.5,0.1111111111111111
1,89,0.324,0.25,0,0.5,0.1111111111111111
1,90,0.3192,0.25,0,0.5,0.1111111111111111
1,91,0.3196,0.25,0,0.5,0.1111111111111111
1,92,0.322,0.25,0,0.5,0.1111111111111111
1,93,0.3348,0.25,0,0.5,0.1111111111111111
1,94,0.3344,0.25,0,0.5,0.1111111111111111
1,95,0.3364,0.25,0,0.5,0.1111111111111111
1,96,0.3404,0.25,0,0.5,0.1111111111111111
1,97,0.3412,0.25,0,0.5,0.1111111111111111
1,98,0.3336,0.25,0,0.5,0.1111111111111111
1,99,0.3292,0.25,0,0.5,0.1111111111111111
1,100,0.3176,0.25,0,0.5,0.1111111111111111
1,0,1,0.25,0,0.5,0.2222222222222222
1,1,0.7132,0.25,0,0.5,0.2222222222222222
1,2,0.594,0.25,0,0.5,0.2222222222222222
1,3,0.5268,0.25,0,0.5,0.2222222222222222
1,4,0.484,0.25,0,0.5,0.2222222222222222
1,5,0.4516,0.25,0,0.5,0.2222222222222222
1,6,0.4268,0.25,0,0.5,0.2222222222222222
1,7,0.4092,0.25,0,0.5,0.2222222222222222
1,8,0.3932,0.25,0,0.5,0.2222222222222222
1,9,0.3748,0.25,0,0.5,0.2222222222222222
1,10,0.3724,0.25,0,0.5,0.2222222222222222
1,11,0.35,0.25,0,0.5,0.2222222222222222
1,12,0.3416,0.25,0,0.5,0.2222222222222222
1,13,0.3272,0.25,0,0.5,0.2222222222222222
1,14,0.3352,0.25,0,0.5,0.2222222222222222
1,15,0.3412,0.25,0,0.5,0.2222222222222222
1,16,0.338,0.25,0,0.5,0.2222222222222222
1,17,0.3396,0.25,0,0.5,0.2222222222222222
1,18,0.3456,0.25,0,0.5,0.2222222222222222
1,19,0.3468,0.25,0,0.5,0.2222222222222222
1,20,0.3496,0.25,0,0.5,0.2222222222222222
1,21,0.3608,0.25,0,0.5,0.2222222222222222
1,22,0.3632,0.25,0,0.5,0.2222222222222222
1,23,0.3448,0.25,0,0.5,0.2222222222222222
1,24,0.3456,0.25,0,0.5,0.2222222222222222
1,25,0.3448,0.25,0,0.5,0.2222222222222222
1,26,0.328,0.25,0,0.5,0.2222222222222222
1,27,0.3236,0.25,0,0.5,0.2222222222222222
1,28,0.32,0.25,0,0.5,0.2222222222222222
1,29,0.3096,0.25,0,0.5,0.2222222222222222
1,30,0.3036,0.25,0,0.5,0.2222222222222222
1,31,0.298,0.25,0,0.5,0.2222222222222222
1,32,0.2892,0.25,0,0.5,0.2222222222222222
1,33,0.2928,0.25,0,0.5,0.2222222222222222
1,34,0.2892,0.25,0,0.5,0.2222222222222222
1,35,0.3024,0.25,0,0.5,0.2222222222222222
1,36,0.3112,0.25,0,0.5,0.2222222222222222
1,37,0.3172,0.25,0,0.5,0.2222222222222222
1,38,0.3124,0.25,0,0.5,0.2222222222222222
1,39,0.314,0.25,0,0.5,0.2222222222222222
1,40,0.2932,0.25,0,0.5,0.2222222222222222
1,41,0.288,0.25,0,0.5,0.2222222222222222
1,42,0.2924,0.25,0,0.5,0.2222222222222222
1,43,0.2924,0.25,0,0.5,0.2222222222222222
1,44,0.3052,0.25,0,0.5,0.2222222222222222
1,45,0.3236,0.25,0,0.5,0.2222222222222222
1,46,0.318,0.25,0,0.5,0.2222222222222222
1,47,0.3172,0.25,0,0.5,0.2222222222222222
1,48,0.3148,0.25,0,0.5,0.2222222222222222
1,49,0.314,0.25,0,0.5,0.2222222222222222
1,50,0.312,0.25,0,0.5,0.2222222222222222
1,51,0.3192,0.25,0,0.5,0.2222222222222222
1,52,0.33,0.25,0,0.5,0.2222222222222222
1,53,0.3168,0.25,0,0.5,0.2222222222222222
1,54,0.3144,0.25,0,0.5,0.2222222222222222
1,55,0.3176,0.25,0,0.5,0.2222222222222222
1,56,0.3232,0.25,0,0.5,0.2222222222222222
1,57,0.3304,0.25,0,0.5,0.2222222222222222
1,58,0.3264,0.25,0,0.5,0.2222222222222222
1,59,0.3292,0.25,0,0.5,0.2222222222222222
1,60,0.326,0.25,0,0.5,0.2222222222222222
1,61,0.3368,0.25,0,0.5,0.2222222222222222
1,62,0.3384,0.25,0,0.5,0.2222222222222222
1,63,0.3472,0.25,0,0.5,0.2222222222222222
1,64,0.3492,0.25,0,0.5,0.2222222222222222
1,65,0.3432,0.25,0,0.5,0.2222222222222222
1,66,0.338,0.25,0,0.5,0.2222222222222222
1,67,0.3368,0.25,0,0.5,0.2222222222222222
1,68,0.3268,0.25,0,0.5,0.2222222222222222
1,69,0.3156,0.25,0,0.5,0.2222222222222222
1,70,0.3168,0.25,0,0.5,0.2222222222222222
1,71,0.324,0.25,0,0.5,0.2222222222222222
1,72,0.3296,0.25,0,0.5,0.2222222222222222
1,73,0.3372,0.25,0,0.5,0.2222222222222222
1,74,0.346,0.25,0,0.5,0.2222222222222222
1,75,0.3348,0.25,0,0.5,0.2222222222222222
1,76,0.33,0.25,0,0.5,0.2222222222222222
1,77,0.328,0.25,0,0.5,0.2222222222222222
1,78,0.3304,0.25,0,0.5,0.2222222222222222
1,79,0.3136,0.25,0,0.5,0.2222222222222222
1,80,0.3224,0.25,0,0.5,0.2222222222222222
1,81,0.3172,0.25,0,0.5,0.2222222222222222
1,82,0.3088,0.25,0,0.5,0.2222222222222222
1,83,0.3076,0.25,0,0.5,0.2222222222222222
1,84,0.3128,0.25,0,0.5,0.2222222222222222
1,85,0.3276,0.25,0,0.5,0.2222222222222222
1,86,0.3276,0.25,0,0.5,0.2222222222222222
1,87,0.3252,0.25,0,0.5,0.2222222222222222
1,88,0.3304,0.25,0,0.5,0.2222222222222222
1,89,0.3344,0.25,0,0.5,0.2222222222222222
1,90,0.3312,0.25,0,0.5,0.2222222222222222
1,91,0.3388,0.25,0,0.5,0.2222222222222222
1,92,0.3428,0.25,0,0.5,0.2222222222222222
1,93,0.356,0.25,0,0.5,0.2222222222222222
1,94,0.3536,0.25,0,0.5,0.2222222222222222
