simulation,generation,rho,delta,sigma/pext,alpha
1,95,0.3456,0.25,0,0.5,0.2222222222222222
1,96,0.3512,0.25,0,0.5,0.2222222222222222
1,97,0.3416,0.25,0,0.5,0.2222222222222222
1,98,0.3436,0.25,0,0.5,0.2222222222222222
1,99,0.3392,0.25,0,0.5,0.2222222222222222
1,100,0.3236,0.25,0,0.5,0.2222222222222222
1,0,1,0.25,0,0.5,0.3333333333333333
1,1,0.7144,0.25,0,0.5,0.3333333333333333
1,2,0.5848,0.25,0,0.5,0.3333333333333333
1,3,0.5112,0.25,0,0.5,0.3333333333333333
1,4,0.4712,0.25,0,0.5,0.3333333333333333
1,5,0.4584,0.25,0,0.5,0.3333333333333333
1,6,0.4448,0.25,0,0.5,0.3333333333333333
1,7,0.4144,0.25,0,0.5,0.3333333333333333
1,8,0.4196,0.25,0,0.5,0.3333333333333333
1,9,0.4056,0.25,0,0.5,0.3333333333333333
1,10,0.392,0.25,0,0.5,0.3333333333333333
1,11,0.3764,0.25,0,0.5,0.3333333333333333
1,12,0.3628,0.25,0,0.5,0.3333333333333333
1,13,0.3628,0.25,0,0.5,0.3333333333333333
1,14,0.3636,0.25,0,0.5,0.3333333333333333
1,15,0.3632,0.25,0,0.5,0.3333333333333333
1,16,0.356,0.25,0,0.5,0.3333333333333333
1,17,0.3496,0.25,0,0.5,0.3333333333333333
1,18,0.3396,0.25,0,0.5,0.3333333333333333
1,19,0.348,0.25,0,0.5,0.3333333333333333
1,20,0.3472,0.25,0,0.5,0.3333333333333333
1,21,0.3424,0.25,0,0.5,0.3333333333333333
1,22,0.336,0.25,0,0.5,0.3333333333333333
1,23,0.3428,0.25,0,0.5,0.3333333333333333
1,24,0.3524,0.25,0,0.5,0.3333333333333333
1,25,0.3524,0.25,0,0.5,0.3333333333333333
1,26,0.3444,0.25,0,0.5,0.3333333333333333
1,27,0.348,0.25,0,0.5,0.3333333333333333
1,28,0.3528,0.25,0,0.5,0.3333333333333333
1,29,0.3424,0.25,0,0.5,0.3333333333333333
1,30,0.338,0.25,0,0.5,0.3333333333333333
1,31,0.3372,0.25,0,0.5,0.3333333333333333
1,32,0.3408,0.25,0,0.5,0.3333333333333333
1,33,0.3572,0.25,0,0.5,0.3333333333333333
1,34,0.3628,0.25,0,0.5,0.3333333333333333
1,35,0.3524,0.25,0,0.5,0.3333333333333333
1,36,0.3472,0.25,0,0.5,0.3333333333333333
1,37,0.3536,0.25,0,0.5,0.3333333333333333
1,38,0.3608,0.25,0,0.5,0.3333333333333333
1,39,0.35,0.25,0,0.5,0.3333333333333333
1,40,0.344,0.25,0,0.5,0.3333333333333333
1,41,0.352,0.25,0,0.5,0.3333333333333333
1,42,0.3536,0.25,0,0.5,0.3333333333333333
1,43,0.3844,0.25,0,0.5,0.3333333333333333
1,44,0.3752,0.25,0,0.5,0.3333333333333333
1,45,0.3712,0.25,0,0.5,0.3333333333333333
1,46,0.3696,0.25,0,0.5,0.3333333333333333
1,47,0.3604,0.25,0,0.5,0.3333333333333333
1,48,0.3528,0.25,0,0.5,0.3333333333333333
1,49,0.3496,0.25,0,0.5,0.3333333333333333
1,50,0.3464,0.25,0,0.5,0.3333333333333333
1,51,0.3452,0.25,0,0.5,0.3333333333333333
1,52,0.3492,0.25,0,0.5,0.3333333333333333
1,53,0.3496,0.25,0,0.5,0.3333333333333333
1,54,0.344,0.25,0,0.5,0.3333333333333333
1,55,0.3336,0.25,0,0.5,0.3333333333333333
1,56,0.3448,0.25,0,0.5,0.3333333333333333
1,57,0.336,0.25,0,0.5,0.3333333333333333
1,58,0.34,0.25,0,0.5,0.3333333333333333
1,59,0.3428,0.25,0,0.5,0.3333333333333333
1,60,0.3436,0.25,0,0.5,0.3333333333333333
1,61,0.3492,0.25,0,0.5,0.3333333333333333
1,62,0.3488,0.25,0,0.5,0.3333333333333333
1,63,0.344,0.25,0,0.5,0.3333333333333333
1,64,0.3316,0.25,0,0.5,0.3333333333333333
1,65,0.33,0.25,0,0.5,0.3333333333333333
1,66,0.344,0.25,0,0.5,0.3333333333333333
1,67,0.3448,0.25,0,0.5,0.3333333333333333
1,68,0.3448,0.25,0,0.5,0.3333333333333333
1,69,0.3408,0.25,0,0.5,0.3333333333333333
1,70,0.3356,0.25,0,0.5,0.3333333333333333
1,71,0.3368,0.25,0,0.5,0.3333333333333333
1,72,0.3356,0.25,0,0.5,0.3333333333333333
1,73,0.3176,0.25,0,0.5,0.3333333333333333
1,74,0.3192,0.25,0,0.5,0.3333333333333333
1,75,0.3236,0.25,0,0.5,0.3333333333333333
1,76,0.33,0.25,0,0.5,0.3333333333333333
1,77,0.3184,0.25,0,0.5,0.3333333333333333
1,78,0.326,0.25,0,0.5,0.3333333333333333
1,79,0.3312,0.25,0,0.5,0.3333333333333333
1,80,0.3476,0.25,0,0.5,0.3333333333333333
1,81,0.3436,0.25,0,0.5,0.3333333333333333
1,82,0.334,0.25,0,0.5,0.3333333333333333
1,83,0.3448,0.25,0,0.5,0.3333333333333333
1,84,0.3548,0.25,0,0.5,0.3333333333333333
1,85,0.352,0.25,0,0.5,0.3333333333333333
1,86,0.366,0.25,0,0.5,0.3333333333333333
1,87,0.358,0.25,0,0.5,0.3333333333333333
1,88,0.352,0.25,0,0.5,0.3333333333333333
1,89,0.3388,0.25,0,0.5,0.3333333333333333
1,90,0.3468,0.25,0,0.5,0.3333333333333333
1,91,0.3484,0.25,0,0.5,0.3333333333333333
1,92,0.336,0.25,0,0.5,0.3333333333333333
1,93,0.3392,0.25,0,0.5,0.3333333333333333
1,94,0.3428,0.25,0,0.5,0.3333333333333333
1,95,0.3436,0.25,0,0.5,0.3333333333333333
1,96,0.3276,0.25,0,0.5,0.3333333333333333
1,97,0.3204,0.25,0,0.5,0.3333333333333333
1,98,0.3224,0.25,0,0.5,0.3333333333333333
1,99,0.3312,0.25,0,0.5,0.3333333333333333
1,100,0.326,0.25,0,0.5,0.3333333333333333
1,0,1,0.25,0,0.5,0.4444444444444444
1,1,0.7212,0.25,0,0.5,0.4444444444444444
1,2,0.5896,0.25,0,0.5,0.4444444444444444
1,3,0.506,0.25,0,0.5,0.4444444444444444
1,4,0.4716,0.25,0,0.5,0.4444444444444444
1,5,0.4372,0.25,0,0.5,0.4444444444444444
1,6,0.4176,0.25,0,0.5,0.4444444444444444
1,7,0.3832,0.25,0,0.5,0.4444444444444444
1,8,0.364,0.25,0,0.5,0.4444444444444444
1,9,0.3644,0.25,0,0.5,0.4444444444444444
1,10,0.3656,0.25,0,0.5,0.4444444444444444
1,11,0.3572,0.25,0,0.5,0.4444444444444444
1,12,0.3652,0.25,0,0.5,0.4444444444444444
1,13,0.3684,0.25,0,0.5,0.4444444444444444
1,14,0.3564,0.25,0,0.5,0.4444444444444444
1,15,0.358,0.25,0,0.5,0.4444444444444444
1,16,0.3584,0.25,0,0.5,0.4444444444444444
1,17,0.3464,0.25,0,0.5,0.4444444444444444
1,18,0.3428,0.25,0,0.5,0.4444444444444444
1,19,0.338,0.25,0,0.5,0.4444444444444444
1,20,0.3332,0.25,0,0.5,0.4444444444444444
1,21,0.358,0.25,0,0.5,0.4444444444444444
1,22,0.3456,0.25,0,0.5,0.4444444444444444
1,23,0.3556,0.25,0,0.5,0.4444444444444444
1,24,0.3464,0.25,0,0.5,0.4444444444444444
1,25,0.3464,0.25,0,0.5,0.4444444444444444
1,26,0.3496,0.25,0,0.5,0.4444444444444444
1,27,0.3548,0.25,0,0.5,0.4444444444444444
1,28,0.3416,0.25,0,0.5,0.4444444444444444
1,29,0.3492,0.25,0,0.5,0.4444444444444444
1,30,0.3308,0.25,0,0.5,0.4444444444444444
1,31,0.3424,0.25,0,0.5,0.4444444444444444
1,32,0.3512,0.25,0,0.5,0.4444444444444444
1,33,0.3532,0.25,0,0.5,0.4444444444444444
1,34,0.3484,0.25,0,0.5,0.4444444444444444
1,35,0.3668,0.25,0,0.5,0.4444444444444444
1,36,0.366,0.25,0,0.5,0.4444444444444444
1,37,0.3632,0.25,0,0.5,0.4444444444444444
1,38,0.3692,0.25,0,0.5,0.4444444444444444
1,39,0.3572,0.25,0,0.5,0.4444444444444444
1,40,0.3512,0.25,0,0.5,0.4444444444444444
1,41,0.3568,0.25,0,0.5,0.4444444444444444
1,42,0.3464,0.25,0,0.5,0.4444444444444444
1,43,0.342,0.25,0,0.5,0.4444444444444444
1,44,0.3544,0.25,0,0.5,0.4444444444444444
1,45,0.3584,0.25,0,0.5,0.4444444444444444
1,46,0.3612,0.25,0,0.5,0.4444444444444444
1,47,0.3724,0.25,0,0.5,0.4444444444444444
1,48,0.372,0.25,0,0.5,0.4444444444444444
1,49,0.3832,0.25,0,0.5,0.4444444444444444
1,50,0.3652,0.25,0,0.5,0.4444444444444444
1,51,0.354,0.25,0,0.5,0.4444444444444444
1,52,0.3612,0.25,0,0.5,0.4444444444444444
1,53,0.3584,0.25,0,0.5,0.4444444444444444
1,54,0.3696,0.25,0,0.5,0.4444444444444444
1,55,0.36,0.25,0,0.5,0.4444444444444444
1,56,0.3572,0.25,0,0.5,0.4444444444444444
1,57,0.3468,0.25,0,0.5,0.4444444444444444
1,58,0.3332,0.25,0,0.5,0.4444444444444444
1,59,0.3284,0.25,0,0.5,0.4444444444444444
1,60,0.3328,0.25,0,0.5,0.4444444444444444
1,61,0.3284,0.25,0,0.5,0.4444444444444444
1,62,0.3384,0.25,0,0.5,0.4444444444444444
1,63,0.338,0.25,0,0.5,0.4444444444444444
1,64,0.3296,0.25,0,0.5,0.4444444444444444
1,65,0.332,0.25,0,0.5,0.4444444444444444
1,66,0.3348,0.25,0,0.5,0.4444444444444444
1,67,0.3432,0.25,0,0.5,0.4444444444444444
1,68,0.3476,0.25,0,0.5,0.4444444444444444
1,69,0.3332,0.25,0,0.5,0.4444444444444444
1,70,0.3412,0.25,0,0.5,0.4444444444444444
1,71,0.3432,0.25,0,0.5,0.4444444444444444
1,72,0.3392,0.25,0,0.5,0.4444444444444444
1,73,0.338,0.25,0,0.5,0.4444444444444444
1,74,0.3436,0.25,0,0.5,0.4444444444444444
1,75,0.3548,0.25,0,0.5,0.4444444444444444
1,76,0.3496,0.25,0,0.5,0.4444444444444444
1,77,0.3412,0.25,0,0.5,0.4444444444444444
1,78,0.3356,0.25,0,0.5,0.4444444444444444
1,79,0.3376,0.25,0,0.5,0.4444444444444444
1,80,0.3544,0.25,0,0.5,0.4444444444444444
1,81,0.3692,0.25,0,0.5,0.4444444444444444
1,82,0.3784,0.25,0,0.5,0.4444444444444444
1,83,0.396,0.25,0,0.5,0.4444444444444444
1,84,0.3864,0.25,0,0.5,0.4444444444444444
1,85,0.3704,0.25,0,0.5,0.4444444444444444
1,86,0.3764,0.25,0,0.5,0.4444444444444444
1,87,0.368,0.25,0,0.5,0.4444444444444444
1,88,0.3752,0.25,0,0.5,0.4444444444444444
1,89,0.3904,0.25,0,0.5,0.4444444444444444
1,90,0.3896,0.25,0,0.5,0.4444444444444444
1,91,0.3636,0.25,0,0.5,0.4444444444444444
1,92,0.3648,0.25,0,0.5,0.4444444444444444
1,93,0.3608,0.25,0,0.5,0.4444444444444444
1,94,0.3632,0.25,0,0.5,0.4444444444444444
1,95,0.372,0.25,0,0.5,0.4444444444444444
1,96,0.3672,0.25,0,0.5,0.4444444444444444
1,97,0.3672,0.25,0,0.5,0.4444444444444444
1,98,0.3552,0.25,0,0.5,0.4444444444444444
1,99,0.3392,0.25,0,0.5,0.4444444444444444
1,100,0.3336,0.25,0,0.5,0.4444444444444444
1,0,1,0.25,0,0.5,0.5555555555555556
1,1,0.7248,0.25,0,0.5,0.5555555555555556
1,2,0.5956,0.25,0,0.5,0.5555555555555556
1,3,0.5068,0.25,0,0.5,0.5555555555555556
1,4,0.4672,0.25,0,0.5,0.5555555555555556
1,5,0.4484,0.25,0,0.5,0.5555555555555556
1,6,0.4416,0.25,0,0.5,0.5555555555555556
1,7,0.4244,0.25,0,0.5,0.5555555555555556
1,8,0.41,0.25,0,0.5,0.5555555555555556
1,9,0.4008,0.25,0,0.5,0.5555555555555556
1,10,0.3952,0.25,0,0.5,0.5555555555555556
1,11,0.3856,0.25,0,0.5,0.5555555555555556
1,12,0.3944,0.25,0,0.5,0.5555555555555556
1,13,0.362,0.25,0,0.5,0.5555555555555556
1,14,0.366,0.25,0,0.5,0.5555555555555556
1,15,0.354,0.25,0,0.5,0.5555555555555556
1,16,0.358,0.25,0,0.5,0.5555555555555556
1,17,0.3592,0.25,0,0.5,0.5555555555555556
1,18,0.3544,0.25,0,0.5,0.5555555555555556
1,19,0.3468,0.25,0,0.5,0.5555555555555556
1,20,0.3544,0.25,0,0.5,0.5555555555555556
1,21,0.3676,0.25,0,0.5,0.5555555555555556
1,22,0.3572,0.25,0,0.5,0.5555555555555556
1,23,0.3508,0.25,0,0.5,0.5555555555555556
1,24,0.3544,0.25,0,0.5,0.5555555555555556
1,25,0.3644,0.25,0,0.5,0.5555555555555556
1,26,0.3544,0.25,0,0.5,0.5555555555555556
1,27,0.3392,0.25,0,0.5,0.5555555555555556
1,28,0.3452,0.25,0,0.5,0.5555555555555556
1,29,0.3508,0.25,0,0.5,0.5555555555555556
1,30,0.3456,0.25,0,0.5,0.5555555555555556
1,31,0.356,0.25,0,0.5,0.5555555555555556
1,32,0.3672,0.25,0,0.5,0.5555555555555556
1,33,0.37,0.25,0,0.5,0.5555555555555556
1,34,0.354,0.25,0,0.5,0.5555555555555556
1,35,0.3604,0.25,0,0.5,0.5555555555555556
1,36,0.3652,0.25,0,0.5,0.5555555555555556
1,37,0.3664,0.25,0,0.5,0.5555555555555556
1,38,0.3584,0.25,0,0.5,0.5555555555555556
1,39,0.3796,0.25,0,0.5,0.5555555555555556
1,40,0.386,0.25,0,0.5,0.5555555555555556
1,41,0.3772,0.25,0,0.5,0.5555555555555556
1,42,0.3788,0.25,0,0.5,0.5555555555555556
1,43,0.3692,0.25,0,0.5,0.5555555555555556
1,44,0.3688,0.25,0,0.5,0.5555555555555556
1,45,0.3644,0.25,0,0.5,0.5555555555555556
1,46,0.3736,0.25,0,0.5,0.5555555555555556
1,47,0.3884,0.25,0,0.5,0.5555555555555556
1,48,0.3864,0.25,0,0.5,0.5555555555555556
1,49,0.3772,0.25,0,0.5,0.5555555555555556
1,50,0.38,0.25,0,0.5,0.5555555555555556
1,51,0.3864,0.25,0,0.5,0.5555555555555556
1,52,0.4012,0.25,0,0.5,0.5555555555555556
1,53,0.3808,0.25,0,0.5,0.5555555555555556
1,54,0.3824,0.25,0,0.5,0.5555555555555556
1,55,0.374,0.25,0,0.5,0.5555555555555556
1,56,0.3776,0.25,0,0.5,0.5555555555555556
1,57,0.3796,0.25,0,0.5,0.5555555555555556
1,58,0.3744,0.25,0,0.5,0.5555555555555556
1,59,0.3732,0.25,0,0.5,0.5555555555555556
1,60,0.3756,0.25,0,0.5,0.5555555555555556
1,61,0.37,0.25,0,0.5,0.5555555555555556
1,62,0.3736,0.25,0,0.5,0.5555555555555556
1,63,0.3808,0.25,0,0.5,0.5555555555555556
1,64,0.378,0.25,0,0.5,0.5555555555555556
1,65,0.3856,0.25,0,0.5,0.5555555555555556
1,66,0.3644,0.25,0,0.5,0.5555555555555556
1,67,0.3696,0.25,0,0.5,0.5555555555555556
1,68,0.3752,0.25,0,0.5,0.5555555555555556
1,69,0.3664,0.25,0,0.5,0.5555555555555556
1,70,0.3672,0.25,0,0.5,0.5555555555555556
1,71,0.3724,0.25,0,0.5,0.5555555555555556
1,72,0.3684,0.25,0,0.5,0.5555555555555556
1,73,0.3624,0.25,0,0.5,0.5555555555555556
1,74,0.35,0.25,0,0.5,0.5555555555555556
1,75,0.3504,0.25,0,0.5,0.5555555555555556
1,76,0.346,0.25,0,0.5,0.5555555555555556
1,77,0.352,0.25,0,0.5,0.5555555555555556
1,78,0.3508,0.25,0,0.5,0.5555555555555556
1,79,0.3472,0.25,0,0.5,0.5555555555555556
1,80,0.3532,0.25,0,0.5,0.5555555555555556
1,81,0.3504,0.25,0,0.5,0.5555555555555556
1,82,0.342,0.25,0,0.5,0.5555555555555556
1,83,0.3492,0.25,0,0.5,0.5555555555555556
1,84,0.3476,0.25,0,0.5,0.5555555555555556
1,85,0.3412,0.25,0,0.5,0.5555555555555556
1,86,0.352,0.25,0,0.5,0.5555555555555556
1,87,0.3644,0.25,0,0.5,0.5555555555555556
1,88,0.3584,0.25,0,0.5,0.5555555555555556
1,89,0.338,0.25,0,0.5,0.5555555555555556
1,90,0.344,0.25,0,0.5,0.5555555555555556
1,91,0.3444,0.25,0,0.5,0.5555555555555556
1,92,0.3624,0.25,0,0.5,0.5555555555555556
1,93,0.3668,0.25,0,0.5,0.5555555555555556
1,94,0.3716,0.25,0,0.5,0.5555555555555556
1,95,0.3676,0.25,0,0.5,0.5555555555555556
1,96,0.3572,0.25,0,0.5,0.5555555555555556
1,97,0.352,0.25,0,0.5,0.5555555555555556
1,98,0.3464,0.25,0,0.5,0.5555555555555556
1,99,0.3552,0.25,0,0.5,0.5555555555555556
1,100,0.3628,0.25,0,0.5,0.5555555555555556
1,0,1,0.25,0,0.5,0.6666666666666666
1,1,0.6876,0.25,0,0.5,0.6666666666666666
1,2,0.584,0.25,0,0.5,0.6666666666666666
1,3,0.508,0.25,0,0.5,0.6666666666666666
1,4,0.4656,0.25,0,0.5,0.6666666666666666
1,5,0.4524,0.25,0,0.5,0.6666666666666666
1,6,0.4236,0.25,0,0.5,0.6666666666666666
1,7,0.4264,0.25,0,0.5,0.6666666666666666
1,8,0.4104,0.25,0,0.5,0.6666666666666666
1,9,0.3996,0.25,0,0.5,0.6666666666666666
1,10,0.4012,0.25,0,0.5,0.6666666666666666
1,11,0.3844,0.25,0,0.5,0.6666666666666666
1,12,0.382,0.25,0,0.5,0.6666666666666666
1,13,0.3724,0.25,0,0.5,0.6666666666666666
1,14,0.3648,0.25,0,0.5,0.6666666666666666
1,15,0.3644,0.25,0,0.5,0.6666666666666666
1,16,0.3532,0.25,0,0.5,0.6666666666666666
1,17,0.3512,0.25,0,0.5,0.6666666666666666
1,18,0.352,0.25,0,0.5,0.6666666666666666
1,19,0.3532,0.25,0,0.5,0.6666666666666666
1,20,0.362,0.25,0,0.5,0.6666666666666666
1,21,0.348,0.25,0,0.5,0.6666666666666666
1,22,0.3492,0.25,0,0.5,0.6666666666666666
1,23,0.3428,0.25,0,0.5,0.6666666666666666
1,24,0.3472,0.25,0,0.5,0.6666666666666666
1,25,0.348,0.25,0,0.5,0.6666666666666666
1,26,0.3572,0.25,0,0.5,0.6666666666666666
1,27,0.3532,0.25,0,0.5,0.6666666666666666
1,28,0.3556,0.25,0,0.5,0.6666666666666666
1,29,0.3528,0.25,0,0.5,0.6666666666666666
1,30,0.354,0.25,0,0.5,0.6666666666666666
1,31,0.3552,0.25,0,0.5,0.6666666666666666
1,32,0.3524,0.25,0,0.5,0.6666666666666666
1,33,0.3484,0.25,0,0.5,0.6666666666666666
1,34,0.3504,0.25,0,0.5,0.6666666666666666
1,35,0.372,0.25,0,0.5,0.6666666666666666
1,36,0.3776,0.25,0,0.5,0.6666666666666666
1,37,0.3716,0.25,0,0.5,0.6666666666666666
1,38,0.3708,0.25,0,0.5,0.6666666666666666
1,39,0.3592,0.25,0,0.5,0.6666666666666666
1,40,0.3664,0.25,0,0.5,0.6666666666666666
1,41,0.3616,0.25,0,0.5,0.6666666666666666
1,42,0.3672,0.25,0,0.5,0.6666666666666666
1,43,0.3508,0.25,0,0.5,0.6666666666666666
1,44,0.3624,0.25,0,0.5,0.6666666666666666
1,45,0.35,0.25,0,0.5,0.6666666666666666
1,46,0.3552,0.25,0,0.5,0.6666666666666666
1,47,0.3588,0.25,0,0.5,0.6666666666666666
1,48,0.3596,0.25,0,0.5,0.6666666666666666
1,49,0.3512,0.25,0,0.5,0.6666666666666666
1,50,0.3456,0.25,0,0.5,0.6666666666666666
1,51,0.3428,0.25,0,0.5,0.6666666666666666
1,52,0.352,0.25,0,0.5,0.6666666666666666
1,53,0.3524,0.25,0,0.5,0.6666666666666666
1,54,0.3632,0.25,0,0.5,0.6666666666666666
1,55,0.3732,0.25,0,0.5,0.6666666666666666
1,56,0.3804,0.25,0,0.5,0.6666666666666666
1,57,0.3696,0.25,0,0.5,0.6666666666666666
1,58,0.3676,0.25,0,0.5,0.6666666666666666
1,59,0.3676,0.25,0,0.5,0.6666666666666666
1,60,0.366,0.25,0,0.5,0.6666666666666666
1,61,0.3604,0.25,0,0.5,0.6666666666666666
1,62,0.3596,0.25,0,0.5,0.6666666666666666
1,63,0.3536,0.25,0,0.5,0.6666666666666666
1,64,0.354,0.25,0,0.5,0.6666666666666666
1,65,0.3644,0.25,0,0.5,0.6666666666666666
1,66,0.3544,0.25,0,0.5,0.6666666666666666
1,67,0.3692,0.25,0,0.5,0.6666666666666666
1,68,0.362,0.25,0,0.5,0.6666666666666666
1,69,0.3484,0.25,0,0.5,0.6666666666666666
1,70,0.3684,0.25,0,0.5,0.6666666666666666
1,71,0.3752,0.25,0,0.5,0.6666666666666666
1,72,0.3736,0.25,0,0.5,0.6666666666666666
1,73,0.3708,0.25,0,0.5,0.6666666666666666
1,74,0.376,0.25,0,0.5,0.6666666666666666
